{name=爱知, url=/aichi}
{name=淄博, url=/zibo}
{name=湛江, url=/zhanjiang}
{name=张家口, url=/zhangjiakou}
{name=张家界, url=/zhangjiajie}
{name=株洲, url=/zhuzhou}
{name=枣庄, url=/zaozhuang}
{name=漳州, url=/zhangzhou}
{name=遵义, url=/zunyi}
{name=周口, url=/zhoukou}
{name=中卫, url=/zhongwei}
{name=驻马店, url=/zhumadian}
{name=张掖, url=/zhangye}
{name=资阳, url=/ziyang}
{name=昭通, url=/zhaotong}
{name=张家港, url=/zhangjiagang}
{name=诸暨, url=/zhuji}
{name=章丘, url=/zhangqiu}
{name=周庄, url=/zhouzhuang}
{name=朱家尖, url=/zhujiajian}
{name=芝加哥, url=/chicago}
{name=斋浦尔, url=/jaipur}
{name=苏黎世, url=/zurich}
{name=庄河市, url=/zhuanghe}
{name=正定县, url=/zhengding}
{name=赞皇县, url=/zanhuang}
{name=赵县, url=/zhaoxian}
{name=张北县, url=/zhangbei}
{name=涿鹿县, url=/zhuolu}
{name=遵化市, url=/zunhua}
{name=涿州市, url=/zhuozhou}
{name=枣强县, url=/zaoqiang}
{name=左云县, url=/zuoyun}
{name=泽州县, url=/zhezhou}
{name=左权县, url=/zuoquan}
{name=中阳县, url=/zhongyang}
{name=扎兰屯市, url=/zalantun}
{name=卓资县, url=/zhuozi}
{name=彰武县, url=/zhangwu}
{name=镇赉县, url=/zhenlai}
{name=肇州县, url=/zhaozhou}
{name=肇源县, url=/zhaoyuanxian}
{name=肇东市, url=/zhaodong}
{name=枞阳县, url=/zongyang}
{name=政和县, url=/zhenghe}
{name=漳浦县, url=/zhangpu}
{name=漳平市, url=/zhangping}
{name=柘荣县, url=/zherong}
{name=周宁县, url=/zhouning}
{name=资溪县, url=/zixi}
{name=樟树市, url=/zhangshu}
{name=诸城市, url=/zhucheng}
{name=招远市, url=/zhaoyuan}
{name=邹城市, url=/zoucheng}
{name=沾化区, url=/zhanhua}
{name=邹平县, url=/zouping}
{name=中牟县, url=/zhongmo}
{name=柘城县, url=/zhecheng}
{name=镇平县, url=/zhenping}
{name=正阳县, url=/zhengyang}
{name=竹山县, url=/zhushan}
{name=竹溪县, url=/zhuxi}
{name=枣阳市, url=/zaoyang}
{name=钟祥市, url=/zhongxiang}
{name=枝江市, url=/zhijian}
{name=秭归县, url=/zigui}
{name=株洲县, url=/zhuzhouxian}
{name=资兴市, url=/zixing}
{name=绥宁县, url=/zysuining}
{name=中方县, url=/zhongfang}
{name=芷江侗族自治县, url=/zhijiang}
{name=紫金县, url=/zijin}
{name=资源县, url=/ziyuan}
{name=昭平县, url=/zhaoping}
{name=钟山县, url=/zhongshanxian}
{name=梓潼县, url=/zitong}
{name=中江县, url=/zhongjian}
{name=资中县, url=/zizhong}
{name=昭觉县, url=/zhaojue}
{name=遵义县, url=/zunyixian}
{name=正安县, url=/zhengan}
{name=镇宁布依族苗族自治县, url=/zhenning}
{name=紫云苗族布依族自治县, url=/ziyun}
{name=织金县, url=/zhijin}
{name=镇远县, url=/zhenyuan}
{name=贞丰县, url=/zhenfeng}
{name=沾益县, url=/zhanyi}
{name=镇雄县, url=/zhenxiong}
{name=镇沅彝族哈尼族拉祜族自治县, url=/zhenyuanzzxian}
{name=镇康县, url=/zhenkang}
{name=左贡县, url=/zuogong}
{name=扎囊县, url=/zhanang}
{name=仲巴县, url=/zhongba}
{name=札达县, url=/zhada}
{name=周至县, url=/zhouzhi}
{name=子长县, url=/zichang}
{name=志丹县, url=/zhidan}
{name=镇巴县, url=/zhenba}
{name=子洲县, url=/zizhou}
{name=紫阳县, url=/ziyangxian}
{name=镇坪县, url=/zhenpin}
{name=镇安县, url=/zhenan}
{name=柞水县, url=/zuoshui}
{name=张家川回族自治县, url=/zhangjiachuan}
{name=正宁县, url=/zhengning}
{name=镇原县, url=/zhenyuanxian}
{name=庄浪县, url=/zhuanglang}
{name=漳县, url=/zhangxian}
{name=卓尼县, url=/zhuoni}
{name=舟曲县, url=/zhouqu}
{name=泽库县, url=/zekun}
{name=杂多县, url=/zaduo}
{name=治多县, url=/zhiduo}
{name=泽普县, url=/zepu}
{name=昭苏县, url=/zhaosu}
{name=忠县, url=/zhongxian}
{name=扎鲁特旗, url=/zhaluteqi}
{name=准格尔旗, url=/zhungeerqi}
{name=扎赉特旗, url=/zhalaiteqi}
{name=正镶白旗, url=/zhengbaiqi}
{name=正蓝旗, url=/zhenglanqi}
{name=中宁县, url=/zhongningxian}
{name=淄川, url=/zichuan}
{name=周村, url=/zhoucun}
{name=爱知, url=/aichi/}
{name=青森, url=/aomori/}
{name=大城, url=/ayutthaya/}
{name=奥胡斯, url=/arhus/}
{name=亚美尼亚, url=/armenia/}
{name=亚速尔群岛, url=/azores/}
{name=阿姆利则, url=/amritsar/}
{name=阿鲁沙, url=/arusha/}
{name=亚的斯亚贝巴, url=/addisababa/}
{name=奥地利, url=/austria/}
{name=安哥拉, url=/angola/}
{name=安圭拉, url=/anguilla/}
{name=安提瓜和巴布达, url=/antigandbarbuda/}
{name=安道尔, url=/andorra/}
{name=亚琛, url=/aachen/}
{name=奥格斯堡, url=/augsburg/}
{name=阿马尔菲, url=/amalfi/}
{name=阿西西, url=/assisi/}
{name=阿卡罗阿, url=/akaroa/}
{name=阿尔萨斯, url=/alsace/}
{name=阿尔勒, url=/arles/}
{name=阿讷西, url=/annecy/}
{name=艾克斯, url=/aix/}
{name=阿德莱德, url=/adelaide/}
{name=阿波罗小镇, url=/apollobay/}
{name=阿比斯库, url=/abisko/}
{name=安曼, url=/amman/}
{name=亚喀巴, url=/aqaba/}
{name=亚特兰大, url=/atlanta/}
{name=大西洋城, url=/atlanticcity/}
{name=奥古斯塔, url=/augusta/}
{name=安纳波利斯, url=/annapolis/}
{name=奥尔巴尼, url=/albany/}
{name=奥斯汀, url=/austin/}
{name=安克雷奇, url=/anchorage/}
{name=美属萨摩亚, url=/americansamoa/}
{name=阿伯丁, url=/aberdeen/}
{name=阿拉贡自治区, url=/aragon/}
{name=阿维拉, url=/avila/}
{name=阿塞拜疆, url=/azerbaijan/}
{name=阿富汗, url=/afghanistan/}
{name=阿尔及利亚, url=/algeria/}
{name=阿尔巴尼亚, url=/albania/}
{name=阿根廷, url=/argentina/}
{name=阿联酋, url=/arabemirates/}
{name=阿鲁巴, url=/aruba/}
{name=鞍山, url=/anshan/}
{name=宿州, url=/anhuisuzhou/}
{name=安阳, url=/anyang/}
{name=安庆, url=/anqing/}
{name=阿坝, url=/aba/}
{name=安顺, url=/anshun/}
{name=阿勒泰地区, url=/aletaidiqu/}
{name=阿克苏地区, url=/akesudiqu/}
{name=安康, url=/ankang/}
{name=阿里, url=/ali/}
{name=阿拉尔, url=/alaer/}
{name=阿拉善, url=/alashan/}
{name=阿里山, url=/alishan/}
{name=阿布扎比, url=/abudhabi/}
{name=澳大利亚, url=/australia/}
{name=奥克兰, url=/auckland/}
{name=阿维尼翁, url=/avignon/}
{name=奥兰多, url=/orlando/}
{name=阿格拉, url=/agra/}
{name=安特卫普, url=/antwerp/}
{name=阿姆斯特丹, url=/amsterdam/}
{name=安塔丽亚, url=/antalya/}
{name=安卡拉, url=/ankara/}
{name=雅典, url=/athens/}
{name=爱丁堡, url=/edinburgh/}
{name=亚历山大, url=/alexandria/}
{name=亚斯文, url=/aswan/}
{name=埃塞俄比亚, url=/ethiopia/}
{name=安国市, url=/anguo/}
{name=安新县, url=/anxin/}
{name=安平县, url=/anping/}
{name=安泽县, url=/anzhe/}
{name=阿尔山市, url=/aershan/}
{name=安图县, url=/antu/}
{name=安达市, url=/anda/}
{name=安吉县, url=/anji/}
{name=安溪县, url=/anxi/}
{name=安义县, url=/anyi/}
{name=安远县, url=/anyuan/}
{name=安福县, url=/anfu/}
{name=安丘市, url=/anqiu/}
{name=安阳县, url=/anyangxian/}
{name=安陆市, url=/anlu/}
{name=安乡县, url=/anxiang/}
{name=安化县, url=/anhua/}
{name=安仁县, url=/anren/}
{name=安县, url=/anxian/}
{name=安岳县, url=/anyue/}
{name=理县, url=/ablixian/}
{name=阿坝县, url=/abaxian/}
{name=安龙县, url=/anliu/}
{name=安宁市, url=/anning/}
{name=安多县, url=/anduo/}
{name=昂仁县, url=/angren/}
{name=安塞县, url=/ansai/}
{name=瓜州县, url=/anxixian/}
{name=阿克塞哈萨克族自治县, url=/akesai/}
{name=阿克苏市, url=/akesu/}
{name=阿瓦提县, url=/awati/}
{name=阿图什市, url=/atushi/}
{name=阿克陶县, url=/aketao/}
{name=阿合奇县, url=/aheqi/}
{name=阿勒泰市, url=/aletai/}
{name=阿鲁科尔沁旗, url=/aluqinqi/}
{name=敖汉旗, url=/aohanqi/}
{name=阿荣旗, url=/arongqi/}
{name=阿巴嘎旗, url=/abagaqi/}
{name=阿拉善左旗, url=/azuoqi/}
{name=阿拉善右旗, url=/ayouqi/}
{name=阿拉山口市, url=/alashankoushi/}
{name=北京, url=/beijing/}
{name=别府, url=/beppu/}
{name=蒲甘, url=/bagan/}
{name=不丹, url=/bhutan/}
{name=伯利兹, url=/belize/}
{name=保加利亚, url=/bulgarian/}
{name=不列颠哥伦比亚省, url=/britishcolumbia/}
{name=班夫国家公园, url=/banffpark/}
{name=博茨瓦纳, url=/botswana/}
{name=班加罗尔, url=/bangalore/}
{name=巴淡岛, url=/batam/}
{name=巴里巴板, url=/balikpapan/}
{name=博德鲁姆, url=/bodrum/}
{name=贝尔格莱德, url=/belgrade/}
{name=巴德依舍, url=/badischl/}
{name=孟加拉国, url=/bangladesh/}
{name=巴德岗, url=/bhaktapur/}
{name=巴哈马, url=/bahamas/}
{name=巴巴多斯, url=/barbados/}
{name=巴林, url=/bahrain/}
{name=巴西, url=/brazil/}
{name=布基纳法索, url=/burkinafaso/}
{name=布隆迪, url=/burundi/}
{name=不莱梅, url=/bremen/}
{name=波恩, url=/bonn/}
{name=贝希特斯加登, url=/berchtesgaden/}
{name=巴登-巴登, url=/badenbaden/}
{name=班贝格, url=/bamberg/}
{name=博洛尼亚, url=/bologna/}
{name=贝加莫, url=/bergamo/}
{name=卑尔根, url=/bergen/}
{name=布拉迪斯拉发, url=/bratislava/}
{name=比利时, url=/belgium/}
{name=布洛瓦, url=/blois/}
{name=布列塔尼, url=/brittany/}
{name=波尔多, url=/bordeaux/}
{name=勃艮第, url=/burgundy/}
{name=波斯尼亚和墨塞哥维那, url=/bohei/}
{name=拜伦湾, url=/byronbay/}
{name=玻利维亚, url=/bolivia/}
{name=伯尔尼高地, url=/berneseoberland/}
{name=巴塞尔, url=/basel/}
{name=布里恩茨, url=/brienz/}
{name=白俄罗斯, url=/belarus/}
{name=百慕大, url=/bermuda/}
{name=布加勒斯特, url=/bucharest/}
{name=巴尔的摩, url=/baltimore/}
{name=博伊西, url=/boise/}
{name=巴吞鲁日, url=/batonrouge/}
{name=水牛城, url=/buffalo/}
{name=大瑟尔, url=/bigsur/}
{name=伯克利, url=/berkeley/}
{name=贝尔法斯特, url=/belfast/}
{name=伯明翰, url=/birmingham/}
{name=布莱顿, url=/brighton/}
{name=布里斯托, url=/bristol/}
{name=伯恩茅斯, url=/bournemouth/}
{name=英属维尔京群岛, url=/britishvirginis/}
{name=巴斯克自治区, url=/basquecountry/}
{name=巴利阿里群岛, url=/balearicislands/}
{name=毕尔巴鄂, url=/bilbao/}
{name=贝宁, url=/benin/}
{name=保定, url=/baoding/}
{name=宝鸡, url=/baoji/}
{name=包头, url=/baotou/}
{name=蚌埠, url=/bengbu/}
{name=北海, url=/beihai/}
{name=本溪, url=/benxi/}
{name=滨州, url=/binzhou/}
{name=巴音郭楞, url=/bayinguoleng/}
{name=亳州, url=/bozhou/}
{name=白山, url=/baishan/}
{name=保山, url=/baoshan/}
{name=百色, url=/baise/}
{name=白城, url=/baicheng/}
{name=毕节地区, url=/bijiediqu/}
{name=巴中, url=/bazhong/}
{name=巴彦淖尔, url=/bayannaoer/}
{name=白银, url=/baiyin/}
{name=博尔塔拉, url=/boertala/}
{name=北屯, url=/beitun/}
{name=博鳌, url=/boao/}
{name=白云山, url=/baiyunshan/}
{name=曼谷, url=/bangkok/}
{name=芭堤雅, url=/pattaya/}
{name=釜山, url=/busan/}
{name=北海道, url=/hokkaido/}
{name=槟城, url=/penang/}
{name=巴厘岛, url=/bali/}
{name=万隆, url=/bandung/}
{name=长滩岛, url=/boracay/}
{name=巴拉望岛, url=/palawan/}
{name=薄荷岛, url=/bohol/}
{name=布里斯班, url=/brisbane/}
{name=巴黎, url=/paris/}
{name=波士顿, url=/boston/}
{name=布鲁塞尔, url=/brussels/}
{name=布鲁日, url=/bruges/}
{name=柏林, url=/berlin/}
{name=布拉格, url=/prague/}
{name=布尔诺, url=/brno/}
{name=伯尔尼, url=/bern/}
{name=巴塞罗纳, url=/barcelona/}
{name=布达佩斯, url=/budapest/}
{name=比萨, url=/pisa/}
{name=巴斯, url=/bath/}
{name=比勒陀利亚, url=/pretoria/}
{name=布宜诺斯艾利斯, url=/buenosaires/}
{name=文莱, url=/brunei/}
{name=白沙, url=/baisha/}
{name=保亭, url=/baoting/}
{name=霸州市, url=/bazhou/}
{name=清苑区, url=/bdqingyuan/}
{name=易县, url=/bdyixian/}
{name=博野县, url=/boye/}
{name=泊头市, url=/botou/}
{name=柏乡县, url=/boxiang/}
{name=保德县, url=/baode/}
{name=北票市, url=/beipiao/}
{name=本溪满族自治县, url=/benxixian/}
{name=北镇市, url=/beining/}
{name=宾县, url=/binxian/}
{name=巴彦县, url=/bayan/}
{name=勃利县, url=/boli/}
{name=拜泉县, url=/baiquan/}
{name=北安市, url=/beian/}
{name=宝清县, url=/baoqing/}
{name=滨海县, url=/binhai/}
{name=宝应县, url=/baoying/}
{name=博兴县, url=/boxing/}
{name=博爱县, url=/boai/}
{name=宝丰县, url=/baofeng/}
{name=保康县, url=/baokang/}
{name=巴东县, url=/badong/}
{name=保靖县, url=/baojing/}
{name=博罗县, url=/boluo/}
{name=宾阳县, url=/binyang/}
{name=北流市, url=/beiliu/}
{name=博白县, url=/bobai/}
{name=巴马瑶族自治县, url=/bama/}
{name=北川羌族自治县, url=/beichuan/}
{name=宝兴县, url=/baoxing/}
{name=白玉县, url=/baiyu/}
{name=巴塘县, url=/batang/}
{name=布拖县, url=/butuo/}
{name=七星关区, url=/bijie/}
{name=宾川县, url=/binchuan/}
{name=比如县, url=/biru/}
{name=班戈县, url=/bange/}
{name=巴青县, url=/baqing/}
{name=八宿县, url=/basu/}
{name=边坝县, url=/bianba/}
{name=波密县, url=/bomi/}
{name=白朗县, url=/bailang/}
{name=白水县, url=/baishui/}
{name=彬县, url=/binxianshi/}
{name=眉县, url=/bjmeixian/}
{name=白河县, url=/baihe/}
{name=班玛县, url=/banma/}
{name=巴楚县, url=/bachu/}
{name=拜城县, url=/baichengxian/}
{name=巴里坤哈萨克自治县, url=/balikun/}
{name=博乐市, url=/bole/}
{name=博湖县, url=/bohu/}
{name=布尔津县, url=/buerjin/}
{name=璧山区, url=/bishan/}
{name=巴州区, url=/bazhouqu/}
{name=巴林左旗, url=/bazuoqi/}
{name=巴林右旗, url=/bayouqi/}
{name=博山, url=/boshan/}
{name=成都, url=/chengdu/}
{name=重庆, url=/chongqing/}
{name=长沙, url=/changsha/}
{name=长春, url=/changchun/}
{name=嘉义, url=/chiayi/}
{name=千叶, url=/chiba/}
{name=中非, url=/centralafrica/}
{name=乍得, url=/chad/}
{name=佛得角, url=/capeverde/}
{name=克罗地亚, url=/croatia/}
{name=卡尔加里, url=/calgary/}
{name=加拿大, url=/canada/}
{name=加那利群岛, url=/canaryislands/}
{name=加尔各答, url=/calcutta/}
{name=金奈, url=/chennai/}
{name=古巴, url=/cuba/}
{name=哥伦比亚, url=/colombia/}
{name=喀麦隆, url=/cameroon/}
{name=卡帕多奇亚, url=/cappadocia/}
{name=恰纳卡莱, url=/canakkale/}
{name=塞浦路斯, url=/cyprus/}
{name=库克群岛, url=/cookislands/}
{name=开曼群岛, url=/caymanislands/}
{name=五渔村, url=/cinqueterre/}
{name=科莫, url=/como/}
{name=卡普里岛, url=/capri/}
{name=卡塔尼亚, url=/catania/}
{name=捷克, url=/czech/}
{name=捷克克鲁姆洛夫, url=/ceskykrumlov/}
{name=智利, url=/chile/}
{name=卡昂, url=/caen/}
{name=蔚蓝海岸, url=/cotedazur/}
{name=科尔马, url=/colmar/}
{name=霞慕尼, url=/chamonix/}
{name=卡尔卡松, url=/carcassonne/}
{name=春蓬, url=/chumphon/}
{name=科摩罗, url=/comoros/}
{name=科特迪瓦, url=/cotedivoire/}
{name=康科德, url=/concord/}
{name=哥伦布, url=/columbus/}
{name=查尔斯顿, url=/charleston/}
{name=夏延, url=/cheyenne/}
{name=卡梅尔, url=/carmel/}
{name=克利夫兰, url=/cleveland/}
{name=辛辛那提, url=/cincinnati/}
{name=夏洛特, url=/charlotte/}
{name=加迪夫, url=/cardiff/}
{name=考文垂, url=/coventry/}
{name=切斯特, url=/chester/}
{name=坎特伯雷, url=/canterbury/}
{name=卡斯凯什, url=/cascais/}
{name=卡斯蒂利亚-拉曼恰, url=/castilelamancha/}
{name=卡斯蒂利亚-莱昂, url=/castileleon/}
{name=科尔多瓦, url=/cordoba/}
{name=卡森城, url=/carsoncity/}
{name=长寿区, url=/changshou/}
{name=常州, url=/changzhou/}
{name=承德, url=/chengde/}
{name=沧州, url=/cangzhou/}
{name=滁州, url=/chuzhou/}
{name=常德, url=/changde/}
{name=潮州, url=/chaozhou/}
{name=巢湖, url=/chaohu/}
{name=赤峰, url=/chifeng/}
{name=长治, url=/changzhi/}
{name=池州, url=/chizhou/}
{name=郴州, url=/chenzhou/}
{name=昌吉州, url=/changjizhou/}
{name=朝阳, url=/chaoyang/}
{name=崇左, url=/chongzuo/}
{name=楚雄州, url=/chuxiongzhou/}
{name=昌都市, url=/changdudiqu/}
{name=常熟, url=/changshu/}
{name=慈溪, url=/cixi/}
{name=苍南, url=/cangnan/}
{name=长乐, url=/changle/}
{name=长白山, url=/changbaishan/}
{name=清迈, url=/chiangmai/}
{name=清莱, url=/chiangrai/}
{name=冲绳, url=/okinawa/}
{name=哥本哈根, url=/copenhagen/}
{name=长滩岛, url=/boracay/}
{name=宿雾, url=/cebu/}
{name=柬埔寨, url=/cambodia/}
{name=堪培拉, url=/canberra/}
{name=凯恩斯, url=/cairns/}
{name=基督城, url=/christchurch/}
{name=戛纳, url=/cannes/}
{name=芝加哥, url=/chicago/}
{name=科隆, url=/cologne/}
{name=克里特, url=/creteisland/}
{name=剑桥, url=/cambridge/}
{name=开罗, url=/cairo/}
{name=卡萨布兰卡, url=/casablanca/}
{name=开普敦, url=/capetown/}
{name=坎坤, url=/cancun/}
{name=库斯科, url=/cuzco/}
{name=哥斯达黎加, url=/costarica/}
{name=昌江, url=/changjiang/}
{name=澄迈县, url=/chengmai/}
{name=长海县, url=/changhai/}
{name=赤城县, url=/chicheng/}
{name=崇礼县, url=/chongli/}
{name=承德县, url=/chengdexian/}
{name=昌黎县, url=/cangli/}
{name=沧县, url=/cangxian/}
{name=成安县, url=/chengan/}
{name=磁县, url=/cixian/}
{name=长治县, url=/changzhixian/}
{name=长子县, url=/changzi/}
{name=朝阳县, url=/chaoyangxian/}
{name=昌图县, url=/cangtu/}
{name=长岭县, url=/changling/}
{name=长白朝鲜族自治县, url=/chengbai/}
{name=淳安县, url=/chunan/}
{name=长兴县, url=/changxing/}
{name=常山县, url=/changshan/}
{name=长丰县, url=/changfeng/}
{name=长汀县, url=/changting/}
{name=崇义县, url=/chongyi/}
{name=崇仁县, url=/chongren/}
{name=茌平县, url=/chiping/}
{name=昌邑市, url=/cangyi/}
{name=昌乐县, url=/cangle/}
{name=长岛县, url=/changdao/}
{name=苍山县, url=/cangshan/}
{name=曹县, url=/caoxian/}
{name=成武县, url=/chengwu/}
{name=长垣县, url=/changyuan/}
{name=长葛市, url=/changge/}
{name=赤壁市, url=/chibi/}
{name=崇阳县, url=/chongyang/}
{name=长阳土家族自治县, url=/changyang/}
{name=慈利县, url=/cili/}
{name=澧县, url=/cdlixian/}
{name=茶陵县, url=/chaling/}
{name=常宁市, url=/changning/}
{name=城步苗族自治县, url=/chengbu/}
{name=辰溪县, url=/chenxi/}
{name=潮安县, url=/chaoan/}
{name=岑溪市, url=/cenxi/}
{name=苍梧县, url=/cangwu/}
{name=苍溪县, url=/cangxi/}
{name=长宁县, url=/changningxian/}
{name=赤水市, url=/chishui/}
{name=岑巩县, url=/cengong/}
{name=从江县, url=/congjian/}
{name=长顺县, url=/changshun/}
{name=册亨县, url=/ceheng/}
{name=呈贡县, url=/chenggong/}
{name=澄江县, url=/chengjian/}
{name=昌宁县, url=/cangning/}
{name=沧源佤族自治县, url=/changyuanxian/}
{name=楚雄市, url=/chuxiong/}
{name=卡若区, url=/changdu/}
{name=察雅县, url=/chaya/}
{name=察隅县, url=/chayu/}
{name=措美县, url=/cuomei/}
{name=错那县, url=/cuona/}
{name=措勤县, url=/cuoqin/}
{name=澄城县, url=/chengcheng/}
{name=长武县, url=/changwu/}
{name=淳化县, url=/chunhua/}
{name=城固县, url=/chenggu/}
{name=崇信县, url=/chongxin/}
{name=成县, url=/chengxian/}
{name=称多县, url=/chenduo/}
{name=策勒县, url=/cele/}
{name=昌吉市, url=/changji/}
{name=察布查尔锡伯自治县, url=/chabuchaer/}
{name=城口县, url=/chengkou/}
{name=陈巴尔虎旗, url=/chenhuqi/}
{name=新巴尔虎左旗, url=/chenhuzuoqi/}
{name=新巴尔虎右旗, url=/chenhuyouqi/}
{name=察哈尔右翼前旗, url=/chayouqianqi/}
{name=察哈尔右翼中旗, url=/chayouzhongqi/}
{name=察哈尔右翼后旗, url=/chayouhouqi/}
{name=崇明县, url=/chongmingxian/}
{name=潮阳, url=/chaoyangshantou/}
{name=澄海, url=/chenghai/}
{name=大连, url=/dalian/}
{name=东莞, url=/dongguan/}
{name=大邱, url=/daegu/}
{name=杜马盖地, url=/dumaguete/}
{name=岘港, url=/danang/}
{name=丹麦, url=/denmark/}
{name=杜布罗夫尼克, url=/dubrovnik/}
{name=刚果民主共和国, url=/Democraticcongo/}
{name=德里, url=/delhi/}
{name=吉布提, url=/djibouti/}
{name=多米尼克, url=/dominica/}
{name=多米尼加共和国, url=/dominican/}
{name=德累斯顿, url=/dresden/}
{name=多特蒙德, url=/dortmund/}
{name=杜伊斯堡, url=/duisburg/}
{name=但尼丁, url=/dunedin/}
{name=死海, url=/deadsea/}
{name=底特律, url=/detroit/}
{name=丹佛, url=/denver/}
{name=多佛, url=/dover/}
{name=得梅因, url=/desmoines/}
{name=达拉斯, url=/dallas/}
{name=代尔夫特, url=/delft/}
{name=点评实验室, url=/dplab/}
{name=大同, url=/datong/}
{name=大庆, url=/daqing/}
{name=东营, url=/dongying/}
{name=丹东, url=/dandong/}
{name=大理州, url=/dali/}
{name=德州, url=/dezhou/}
{name=迪庆, url=/diqing/}
{name=德阳, url=/deyang/}
{name=达州, url=/dazhou/}
{name=大兴安岭, url=/daxinganling/}
{name=德宏, url=/dehong/}
{name=定西, url=/dingxi/}
{name=东京, url=/tokyo/}
{name=大阪, url=/osaka/}
{name=迪拜, url=/dubai/}
{name=大叻, url=/dalat/}
{name=第戎, url=/dijon/}
{name=大溪地, url=/tahiti/}
{name=多伦多, url=/toronto/}
{name=杜塞尔多夫, url=/dusseldorf/}
{name=都灵, url=/turin/}
{name=都柏林, url=/dublin/}
{name=儋州, url=/danzhou/}
{name=定安县, url=/dingan/}
{name=东方, url=/dongfang/}
{name=大城县, url=/dacheng/}
{name=大厂回族自治县, url=/dachang/}
{name=定州市, url=/dingzhou/}
{name=定兴县, url=/dingxing/}
{name=东光县, url=/dongguang/}
{name=大名县, url=/daming/}
{name=大同县, url=/datongxian/}
{name=定襄县, url=/dingxiang/}
{name=代县, url=/daixian/}
{name=大宁县, url=/daning/}
{name=磴口县, url=/dengkou/}
{name=多伦县, url=/duolun/}
{name=调兵山市, url=/diaobingshan/}
{name=灯塔市, url=/dengta/}
{name=东港市, url=/donggang/}
{name=大石桥市, url=/dashiqiao/}
{name=大洼县, url=/dawa/}
{name=德惠市, url=/dehui/}
{name=大安市, url=/daan/}
{name=东丰县, url=/dongfeng/}
{name=东辽县, url=/dongliao/}
{name=敦化市, url=/dunhua/}
{name=杜尔伯特蒙古族自治县, url=/duerbote/}
{name=东宁县, url=/dongning/}
{name=东海县, url=/donghai/}
{name=东台市, url=/dongtai/}
{name=大丰市, url=/dafeng/}
{name=丹阳市, url=/danyang/}
{name=德清县, url=/deqing/}
{name=岱山县, url=/daishan/}
{name=东阳, url=/dongyang/}
{name=砀山县, url=/dangshan/}
{name=定远县, url=/dingyuan/}
{name=当涂县, url=/dangtou/}
{name=东至县, url=/dongzhi/}
{name=大田县, url=/datian/}
{name=德化县, url=/dehua/}
{name=德安县, url=/dean/}
{name=都昌县, url=/ducang/}
{name=大余县, url=/dayu/}
{name=定南县, url=/dingnan/}
{name=德兴市, url=/dexing/}
{name=东乡县, url=/dongxiang/}
{name=东阿县, url=/donga/}
{name=东平县, url=/dongping/}
{name=定陶县, url=/dingtao/}
{name=单县, url=/danxian/}
{name=东明县, url=/dongming/}
{name=登封市, url=/dengfeng/}
{name=邓州市, url=/dengzhou/}
{name=郸城县, url=/dancheng/}
{name=丹江口市, url=/danjiangkou/}
{name=大悟县, url=/dawu/}
{name=大冶市, url=/daye/}
{name=当阳市, url=/dangyang/}
{name=东安县, url=/dongan/}
{name=道县, url=/daoxian/}
{name=洞口县, url=/dongkou/}
{name=东源县, url=/dongyuan/}
{name=大埔县, url=/dapu/}
{name=德庆县, url=/deqingxian/}
{name=电白县, url=/dianbai/}
{name=东兴市, url=/dongxing/}
{name=大新县, url=/daxin/}
{name=德保县, url=/debao/}
{name=东兰县, url=/donglan/}
{name=都安瑶族自治县, url=/duan/}
{name=大化瑶族自治县, url=/dahua/}
{name=都江堰市, url=/dujiangyan/}
{name=大邑县, url=/dayi/}
{name=大英县, url=/daying/}
{name=大竹县, url=/dazhu/}
{name=丹棱县, url=/danleng/}
{name=丹巴县, url=/danba/}
{name=道孚县, url=/daofu/}
{name=德格县, url=/dege/}
{name=稻城县, url=/daocheng/}
{name=得荣县, url=/derong/}
{name=德昌县, url=/decang/}
{name=道真仡佬族苗族自治县, url=/daozhen/}
{name=大方县, url=/dafang/}
{name=德江县, url=/dejian/}
{name=丹寨县, url=/danzhai/}
{name=都匀市, url=/duyun/}
{name=独山县, url=/dushan/}
{name=大关县, url=/daguan/}
{name=德钦县, url=/deqin/}
{name=大姚县, url=/dayao/}
{name=当雄县, url=/dangxiong/}
{name=堆龙德庆县, url=/duilongdeqing/}
{name=达孜县, url=/dazi/}
{name=丁青县, url=/dingqing/}
{name=定日县, url=/dingri/}
{name=定结县, url=/dingjie/}
{name=大荔县, url=/dalixian/}
{name=定边县, url=/dingbian/}
{name=丹凤县, url=/danfeng/}
{name=敦煌市, url=/dunhuang/}
{name=宕昌县, url=/dangcang/}
{name=东乡族自治县, url=/dongxiangzu/}
{name=迭部县, url=/diebu/}
{name=大通回族土族自治县, url=/datongzzxian/}
{name=达日县, url=/dari/}
{name=德令哈市, url=/delingha/}
{name=都兰县, url=/dulan/}
{name=垫江县, url=/dianjian/}
{name=大通区, url=/datongqu/}
{name=达尔罕茂明安联合旗, url=/daerhanqi/}
{name=达拉特旗, url=/dalateqi/}
{name=东乌珠穆沁旗, url=/dongwuqinqi/}
{name=大理市, url=/dalishi/}
{name=斗门, url=/doumen/}
{name=东帝汶, url=/easttimor/}
{name=叶卡捷琳堡, url=/ekaterinburg/}
{name=埃德蒙顿, url=/edmonton/}
{name=厄瓜多尔, url=/ecuador/}
{name=厄立特里亚, url=/eritrea/}
{name=埃及, url=/egypt/}
